event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MEX64977,"06 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon",Cerralvo,,"Ciudad Cerralvo",26.0899,-99.6147,1,"El Norte",Subnational,"On 6 September 2022, in Ciudad Cerralvo, Nuevo Leon, several armed men fired shots from a car at state police officers (drive-by incident) in the Martinitos community. One armed man was killed. 1 fatality.",1,,1702344167
MEX64841,"06 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Mexico,Huixquilucan,,"Huixquilucan de Degollado",19.3599,-99.3515,1,"La Prensa de Monclova; Metro Gdl",National,"On 6 September 2022, in Huixquilucan de Degollado, Mexico, a commander of the Huixquilucan municipal police and former director of the Special Operational Reaction Section (SERO) was shot dead by an unknown number of armed individuals in Colonia El Plan. 1 fatality.",1,,1712617350
MEX64954,"06 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon",Apodaca,,"Ciudad Apodaca",25.7813,-100.1892,1,"El Norte; Milenio",Subnational-National,"On 6 September 2022, in Ciudad Apodaca, Nuevo Leon, an unknown number of armed individuals fired shots from a vehicle (drive-by incident) at the 1061 police patrol car in Colonia Balcones de Santa Rosa. Two police officers were injured.",0,,1724714226
MEX64826,"05 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Puebla,Tehuacan,,Tehuacan,18.4622,-97.392,1,E-Consulta,Subnational,"On 5 September 2022, in Tehuacan, Puebla, a municipal police officer was shot and killed by armed men travelling in two vehicles after he intervened during a kidnap in Colonia El Riego. Another police officer was injured and a taxi driver was also injured with a stray bullet. The victim's whereabouts are unknown. Four people were arrested. 1 fatality.",1,,1663001496
MEX64752,"03 September 2022",2022,1,"Political violence","Explosions/Remote violence",Grenade,"Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Ciudad de Mexico",Cuauhtemoc,,"Ciudad de Mexico - Cuauhtemoc",19.4313,-99.1531,1,"Imagen del Golfo; La Jornada",National,"On 3 September 2022, in Ciudad de Mexico - Cuauhtemoc, an explosive device was thrown by armed men on a motorcycle at the 'Ricardo Flores Magon' state police station in colonia Atlampa. After the explosion, two police officers were injured and the facilities were damaged. 2 injured.",0,,1663001495
MEX64766,"03 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Caborca,,Caborca,30.7166,-112.1562,1,"El Universal (Mexico)",National,"On 3 September 2022, in Caborca, Sonora, there was an armed clash between armed men and the military forces. There was a car chase that led to the crash of three vehicles, leaving six people injured. One man was arrested.",0,,1719876472
MEX64812,"03 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sinaloa,Concordia,,Concordia,23.2876,-106.0686,1,Noroeste,Subnational,"On 3 September 2022, in Concordia, Sinaloa, there was an armed clash between armed men and the military forces on the Mazatlan-Matamoros highway. One person was killed and another was injured. 1 fatality.",1,,1727134595
MEX64731,"02 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Puebla,Tehuacan,,Tehuacan,18.4622,-97.392,1,Milenio,National,"On 2 September 2022, in Tehuacan, Puebla, there was an armed clash between armed men in two vehicles (drive-by shooting) in Colonia Juan Pablo II. There were no casualties.",0,,1663001498
MEX64710,"01 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Hermosillo,,Hermosillo,29.0749,-110.959,1,"AFN - Tijuana",National,"On 1 September 2022, in Hermosillo, Sonora, a municipal police officer was shot and killed by at least one armed man during a police gathering in Colonia Los Pinos. A person was also kidnapped. A clash and car chase started to capture the armed individuals. One armed man was killed. According to the investigations, the victim who was kidnapped is also a police officer, however, this was not confirmed. The victim's whereabouts are unknown. 2 fatalities.",2,,1663001495
MEX64699,"01 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Jiquilpan,,"Jiquilpan de Juarez",19.9897,-102.7186,1,"La Voz de Michoacan",Subnational,"On 1 September 2022, in Jiquilpan de Juarez, Michoacan, there was an armed clash between state police officers and armed men travelling in two vehicles. An officer was injured. A man was arrested.",0,,1663001498
MEX64705,"01 September 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Huachicoleros (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Puebla,Puebla,,"Santa Maria Xonacatepec",19.0873,-98.1036,1,E-Consulta,Subnational,"On 1 September 2022, in Santa Maria Xonacatepec, Puebla, a man was shot and killed and another one was injured by two armed men. The victim was involved in the Huachicoleo (fuel theft). According to the investigations, this could be a setting of accounts. 1 fatality.",1,,1714445570
MEX64637,"31 August 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Baja California",Tijuana,,Tijuana,32.5325,-117.019,1,Milenio,National,"On 31 August 2022, in Tijuana, Baja California, a vendor was shot and killed by an armed man around the Garita San Ysidro. The victim was a drug dealer. 1 fatality.",1,,1663001498
MEX64671,"31 August 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tamaulipas,"Nuevo Laredo",,"Nuevo Laredo",27.4863,-99.5085,1,Milenio,National,"On 31 August 2022, in Nuevo Laredo, Tamaulipas, there was an armed clash between armed men and military officers. A four year-old girl was hit by a stray bullet and died. 1 fatality.",1,,1663001498
MEX64666,"31 August 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Nuevo Leon",Juarez,,"Benito Juarez",25.6513,-100.106,1,"El Norte; Entorno Informativo",Subnational-National,"On 31 August 2022, in Benito Juarez, Nuevo Leon, two men and a woman were shot and killed inside a house by three armed men in colonia Coahuila. The victims were drug dealers. 3 fatalities.",3,,1702344167
MEX64655,"31 August 2022",2022,1,"Political violence",Battles,"Armed clash","Huachicoleros (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Hidalgo,"Tula de Allende",,"Tula de Allende",20.0552,-99.3432,2,"El Sol de Hidalgo; Milenio; News Hidalgo",Subnational-National,"On 31 August 2022, in Tula de Allende municipality, Hidalgo, there was an armed clash between huachicoleros (fuel thieves) and the state police in Iturbide community. One police officer was injured. A vehicle full of fuel was seized.",0,,1707185512
MEX64604,"30 August 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Jacona,,"Jacona de Plancarte",19.9563,-102.306,1,MiMorelia,Subnational,"On 30 August 2022, in Jacona de Plancarte, Michoacan de Ocampo, an armed clash was reported between armed individuals and police officers conducting surveillance close to Colonia Cerrito de la Cruz. One perpetrator was killed and weapons were seized. 1 fatality.",1,,1663001498
MEX64579,"30 August 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Chihuahua,Madera,,Madera,29.19,-108.1414,2,Tiempo,Subnational,"On 30 August 2022, close to Madera, Chihuahua, armed individuals engaged in an armed clash with elements of the Mexican army after discovering a drug camp with about 20 individuals. Two perpetrators were killed in the clash and weapons were seized. 2 fatalities.",2,,1663001499
MEX64524,"29 August 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Baja California",Tijuana,,Tijuana,32.5325,-117.019,1,"AFN - Tijuana",Subnational,"On 29 August 2022, in Tijuana, Baja California, an armed clash was reported between armed individuals and municipal police officers in Colonia Lomas Verdes. One woman was hit by the perpetrator's car. Officials arrested three individuals and seized one weapon. 1 injury.",0,,1663001495
MEX64515,"28 August 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"San Luis Potosi",Cerritos,,Cerritos,22.43,-100.2842,1,"Borderland Beat; Milenio",National,"On 28 August 2022, in Cerritos, San Luis Potosi, police officers conducting a surveillance operation were shot at by an unknown number of armed individuals. During the clash, two armed individuals were killed. 2 fatalities.",2,,1663001495
MEX64517,"28 August 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"San Luis Potosi","Soledad de Graciano Sanchez",,"Soledad de Graciano Sanchez",22.1891,-100.9379,1,"Borderland Beat",National,"On 28 August 2022, in Soledad de Graciano Sanchez, San Luis Potosi, members of a criminal group shot at the facilities of the Municipal Command of Soledad and burned a car in response to the arrest of a criminal leader. Causalities unknown.",0,"local administrators",1712095447
MEX64519,"28 August 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-)","State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Caborca,,Caborca,30.7166,-112.1562,1,"Entorno Informativo",Subnational,"On 28 August 2022, in Caborca, Sonora, police officers and military forces responding to a report of shots fired in Colonia Centro clashed with an unknown number of armed individuals who fired at them from a house. Two armed individuals died and three people including a military officer were injured. 2 fatalities.",2,,1719876472
MEX64502,"27 August 2022",2022,1,"Political violence",Battles,"Armed clash","Sinaloa Cartel",,"Political militia","CJNG: Jalisco New Generation Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Zacatecas,Valparaiso,,"Los Mimbres",22.8588,-103.5516,2,"Milenio; La Jornada",National,"On 27 August 2022, near Los Mimbres, Zacatecas, there was an armed clash between members of the Sinaloa Cartel and the CJNG on the Los Mimbres-Las Trojes road. Causalities unknown.",0,,1663001495
MEX64503,"27 August 2022",2022,1,"Political violence",Battles,"Armed clash","Sinaloa Cartel",,"Political militia","CJNG: Jalisco New Generation Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Zacatecas,Valparaiso,,Valparaiso,22.7719,-103.5672,2,"La Jornada",National,"On 27 August 2022, between Valparaiso and Fresnillo, Zacatecas, there was an armed clash between members of the Sinaloa Cartel and the CJNG on the 44 federal road. Causalities unknown.",0,,1663001497
MEX64493,"27 August 2022",2022,1,"Political violence",Battles,"Armed clash","La Familia Michoacana Cartel",,"Political militia","Police Forces of Mexico (2018-) Ministerial Federal Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Mexico,Tejupilco,,"Tejupilco de Hidalgo",18.9057,-100.1534,2,"Data Civica; Milenio",National,"On 27 August 2022, around Tejupilco de Hidalgo, Mexico, a commander of the ministerial police was kidnapped by members of La Familia Michoacana Cartel when travelling on the Toluca-Ciudad Altamirano highway on his was to Valle de Bravo. He was injured and found alive on 2 September around the same place. 1 injured.",0,,1720471579
MEX64462,"26 August 2022",2022,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Irimbo,,Irimbo,19.6993,-100.4777,1,"Quadratin Oaxaca; Entorno Informativo; MiMorelia",Subnational-National,"Around 26 August 2022 (as reported), in Irimbo, Michoacan, two men were killed and their bodies were found in Colonia 6 de Junio. One of the victims was the officer director of Public Security of Irimbo who disappeared on August 21. 2 fatalities.",2,,1663001495
